SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
921;Leeftijd;Bev70_74;70 t/m 74 jaar;Personen in de leeftijd 70 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
931;Leeftijd;Bev75_79;75 t/m 79 jaar;Personen in de leeftijd 75 t/m 79 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
941;Leeftijd;Bev80_84;80 t/m 84 jaar;Personen in de leeftijd 80 t/m 84 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
951;Leeftijd;Bev85_89;85 t/m 89 jaar;Personen in de leeftijd 85 t/m 89 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
961;Leeftijd;Bev90_94;90 t/m 94 jaar;Personen in de leeftijd 90 t/m 94 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
971;Leeftijd;Bev95_99;95 t/m 99 jaar;Personen in de leeftijd 95 t/m 99 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
981;Leeftijd;Bev100plus;100-plussers;Personen in de leeftijd van 100 jaar of ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
991;Leeftijd;Bev0_3_p;% 0 t/m 3 jaar;Het aandeel van de bevolking met een leeftijd van 0 t/m 3 jaar;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1001;Leeftijd;Bev0_3;0 t/m 3 jaar;Personen in de leeftijd 0 t/m 3 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1011;Leeftijd;Bev4_11;4 t/m 11 jaar;Personen in de leeftijd 4 t/m 11 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1021;Leeftijd;Bev12_17;12 t/m 17 jaar;Personen in de leeftijd 12 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1031;Leeftijd;Bev18_22;18 t/m 22 jaar;Personen in de leeftijd 18 t/m 22 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1041;Leeftijd;Bev23_39;23 t/m 39 jaar;Personen in de leeftijd 23 t/m 39 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1051;Leeftijd;Bev40_64;40 t/m 64 jaar;Personen in de leeftijd 40 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1061;Leeftijd;Bev65plus;65-plussers;Personen in de leeftijd 65 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1071;Leeftijd;Bev65plus_p;% 65-plussers;Het aandeel van de bevolking met een leeftijd van 65-plussers;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1081;Leeftijd;Bevpeuter;Peuters;Aantal kinderen van 2,5 tot en met 3 jaar.;Afd. Basisinformatie / OIS;1  januari;2 keer per jaar
1091;Leeftijd;Bev4_12;4 t/m 12 jaar;Personen in de leeftijd 4 t/m 12 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1101;Leeftijd;Bev4_12_p;% 4 t/m 12 jaar;Het aandeel van de bevolking met een leeftijd van 4 t/m 12 jaar;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1111;Leeftijd;Bev13_17;13 t/m 17 jaar;Personen in de leeftijd 13 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1121;Leeftijd;Bev0_17;0 t/m 17 jaar;Personen in de leeftijd 0 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1131;Leeftijd;Bev0_17_p;% 0 t/m 17 jaar;Het aandeel van de bevolking met een leeftijd van 0 t/m 17 jaar;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1141;Leeftijd;Bev0_18;0 t/m 18 jaar;Personen in de leeftijd 0 t/m 18 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1151;Leeftijd;Bev0_18_p;% 0 t/m 18 jaar;Het aandeel van de bevolking met een leeftijd van 0 t/m 18 jaar;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1161;Leeftijd;Bev18plus;18-plussers;Personen in de leeftijd van 18 jaar en ouder  die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1171;Leeftijd;Bev5_11;5 t/m 11 jaar;Personen in de leeftijd 5 t/m 11 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1181;Leeftijd;Bev15_26;15 t/m 26 jaar;Personen in de leeftijd 15 t/m 26 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1191;Leeftijd;Bev65_74;65 t/m 74 jaar;Personen in de leeftijd 65 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1201;Leeftijd;Bev75plus;75-plussers;Personen in de leeftijd 75 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1211;Leeftijd;Bev75plus_p;% 75-plussers;Het aandeel van de bevolking met een leeftijd van 75-plus.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1221;Leeftijd;Bev80plus;80-plussers;Personen in de leeftijd van 80 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1231;Leeftijd;Bev80plus_p;% 80-plussers;Het aandeel van de bevolking met een leeftijd van 80 jaar of ouder.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1241;Wonen;WvoorrBAG;Woningvoorraad;Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) met het gebruiksdoel wonen, exclusief ligplaatsen en standplaatsen. ;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1251;Wonen;W_prog2015;Woningprognose 2015;Prognose uit 2015 voor de omvang van de woningvoorraad op 1 januari. De woningvoorraad is het aantal adressen dat geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) met het gebruiksdoel wonen, exclusief ligplaatsen en standplaatsen. De woningvoorraad in toekomstige jaren wordt afgeleid van de actuele woningvoorraad in het startjaar van de prognose, plus het aantal verwachte toevoegingen in het voorafgaande prognosejaar. Hierin is onder meer rekening gehouden met de ambities uit de structuurvisie Amsterdam 2010-2040 en uit Koers2025.;OIS;1  januari;eenmalig
1261;Wonen;Wdicht;Woningdichtheid;Aantal woningen per vierkante kilometer. De oppervlakte is vastgesteld op het peiljaar -1.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1271;Wonen;Wstandplaats;Woonwagens;Aantal standplaatsen voor woonwagens. Een woonwagen is een voor bewoning bestemd gebouw dat is geplaatst op een standplaats en dat in zijn geheel of in delen kan worden verplaatst. De  standplaats is een kavel die bestemd is voor het plaatsen van een woonwagen, waarop voorzieningen aanwezig zijn die op het leidingnet van de openbare nutsbedrijven, van andere instellingen of van de gemeente kan worden aangesloten.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1281;Wonen;Wligplaats;Woonboten;Aantal ligplaatsen voor woonboten.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1291;Wonen;Winstituut;Instituten/tehuizen;Aantal instituiten en tehuizen. Het gaat om instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra en penitentiaire inrichtingen. ;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1301;Wonen;Wwibo;Wibo-woningen;Aantal Wibo-woningen. Wibo staat voor Wonen in een beschermde omgeving. Een Wibo-woning is bestemd voor senioren die ondersteuning nodig hebben maar wel zelfstandig kunnen wonen. Kenmerken van een Wibo-woning: gelijkvloers of met lift, in de buurt van voorzieningen zoals een zorginstelling. ;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1311;Wonen;Wgeschiktoud_p;%Woningen geschikt voor ouderen;"% Amsterdammers dat denkt dat de eigen woning geschikt is om oud in te worden. 

De cijfers op buurtcombinatieniveau zijn gebaseerd op de WIA-buurtindeling. N>50.";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
1321;Wonen;Wgeschiktoud65_p;%65-plussers met woning geschikt voor ouderen;"% Amsterdammers van 65 jaar en opuder die denken dat de eigen woning geschikt is om oud in te worden. 

De cijfers op buurtcombinatieniveau zijn gebaseerd op de WIA-buurtindeling. N>50.";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
1331;Wonen;Wnultrede_p;% Nultredewoningen;"Aandeel woningen die te bereiken zijn zonder trappen te lopen en waarvan alle vertrekken op dezelfde verdieping liggen.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de WIA-buurtindeling. N>50.";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
1341;Wonen;Wcorhuur;Corporatiewoningen;Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) als woning in bezit van een corporatie;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1351;Wonen;Wkoop;Koopwoningen;Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) als woning met een eigendomsverhouding 'eigenaar-bewoner'.;Afd. Basisinformatie / afd. Belastingen / OIS;1  januari;1 keer per jaar
1361;Wonen;Wparthuur;Particuliere huurwoningen;Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) als woning met een eigendomsverhouding anders dan 'eigenaar-bewoner' of 'flatexplotatieeigenaar woningcorporatie'.;Afd. Basisinformatie / afd. Belastingen / OIS;1  januari;1 keer per jaar
1371;Wonen;Wcorhuur_p;% Corporatiewoningen;Aandeel van de woningvoorraad dat in het bezit is van een woningcorporatie.;Afd. Basisinformatie / afd. Belastingen / OIS;1  januari;1 keer per jaar
1381;Wonen;Wparthuur_p;% Particuliere huur;Adressen die op de peildatum zijn geregistreerd als particuliere huurwoning op het totaal aantal adressen die in de Basisregistraties Adressen en Gebouwen (BAG) zijn geregistreerd als woning. Particuliere huurwoningen zijn woningen met een eigendomsverhouding anders dan 'eigenaar-bewoner' of 'flatexplotatieeigenaar woningcorporatie'.;Afd. Basisinformatie / afd. Belastingen / OIS;1  januari;1 keer per jaar
1391;Wonen;Wkoop_p;% Koopwoningen;Adressen die op de peildatum zijn geregistreerd als koopwoning op het totaal aantal adressen die in de Basisregistraties Adressen en Gebouwen (BAG) zijn geregistreerd als woning. Koopwoningen zijn woningen met een eigendomsverhouding 'eigenaar-bewoner'.;Afd. Basisinformatie / afd. Belastingen / OIS;1  januari;1 keer per jaar
1401;Wonen;Wopp0060;Woningen 0-60 m2;Verblijfsopbject dat op de peildatum geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) met een gemiddeld gebruikers oppervlakte (GBO) tot 60 m2. GBO wordt bepaald op basis van de NEN 2580 norm. ;OIS;1  januari;1 keer per jaar
1411;Wonen;Wopp6080;Woningen 60-80 m2;Verblijfsopbject dat op de peildatum geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) met een gemiddeld gebruikers oppervlakte (GBO) van 60 tot 80m2. GBO wordt bepaald op basis van de NEN 2580 norm. ;OIS;1  januari;1 keer per jaar
1421;Wonen;Wopp80plus;Woningen 80m2 +;Verblijfsopbject dat op de peildatum geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) met een gemiddeld gebruikers oppervlakte (GBO) groter dan 80m2. GBO wordt bepaald op basis van de NEN 2580 norm. ;OIS;1  januari;1 keer per jaar
1431;Wonen;Wopponb;Woningoppervlak onbekend;Verblijfsopbject dat op de peildatum geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) en waarvan het gemiddelde gebruikers oppervlakte (GBO) onbekend is. GBO wordt bepaald op basis van de NEN 2580 norm. ;OIS;1  januari;1 keer per jaar
1441;Wonen;Wopp0060_p;% Kleine woningen;Aandeel van de woningvoorraad met een gemiddeld gebruiksopervlakte (GBO) van 0 tot 60 m2 ;OIS;1  januari;1 keer per jaar
1451;Wonen;Wopp6080_p;% Middelgrote woningen;Aandeel van de woningvoorraad met een gemiddeld gebruiksopervlakte (GBO) van 60 tot 80 m2 ;OIS;1  januari;1 keer per jaar
1461;Wonen;Wopp80plus_p;% Grote woningen;Aandeel van de woningvoorraad met een gemiddeld gebruiksopervlakte (GBO) groter dan 80 m2 ;OIS;1  januari;1 keer per jaar
1471;Wonen;Wopponb_p;% Woningoppervlak onbekend;Aandeel van de woningvoorraad waarvan het gemiddelde gebruikers oppervlakte (GBO) onbekend is. GBO wordt bepaald op basis van de NEN 2580 norm. ;OIS;1  januari;1 keer per jaar
1481;Wonen;Wbezet;Gemiddelde woningbezetting;Gemiddeld aantal bewoners van de woningen in het gebied.;Afd. Basisinformatie / OIS;1  januari;1 keer per jaar
1491;Wonen;Wwoz_gem;WOZ-waarde;"Door de gemeente (Dienst Belastingen) periodiek getaxeerde waarde van onroerende zaken in het kader van de Wet waardering onroerende zaken (WOZ). De WOZ-waarde wordt vastgesteld op basis van het peiljaar voorafgaand aan de peildatum. 

De cijfers op buurtcombinatieniveau over 2014 zijn gebaseerd op de gebiedsindeling 2010. De grenswijzigingen per 1-1-2015 zijn buiten beschouwing gelaten.";DBGA/O+S;1  januari;1 keer per jaar
